County,Year,Medication_Assisted_Treatment,members,status,annotation,annotation_description,Date_of_Data,CDO Approval Number
Napa,2013,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Napa,2014,Buprenorphine,15,F,,,5/4/2023,CDO-23-0670
Napa,2015,Buprenorphine,44,F,,,5/4/2023,CDO-23-0670
Napa,2016,Buprenorphine,61,F,,,5/4/2023,CDO-23-0670
Napa,2017,Buprenorphine,79,F,,,5/4/2023,CDO-23-0670
Napa,2018,Buprenorphine,114,F,,,5/4/2023,CDO-23-0670
Napa,2019,Buprenorphine,138,F,,,5/4/2023,CDO-23-0670
Napa,2020,Buprenorphine,141,F,,,5/4/2023,CDO-23-0670
Napa,2021,Buprenorphine,170,F,,,5/4/2023,CDO-23-0670
Napa,2022,Buprenorphine,202,F,,,1/10/2025,CDO-25-0612
Napa,2023,Buprenorphine,206,F,,,10/17/2025,
Napa,2024,Buprenorphine,206,F,,,10/17/2025,
Nevada,2010,Buprenorphine,22,F,,,5/4/2023,CDO-23-0670
Nevada,2011,Buprenorphine,23,F,,,5/4/2023,CDO-23-0670
Nevada,2012,Buprenorphine,21,F,,,5/4/2023,CDO-23-0670
Nevada,2013,Buprenorphine,27,F,,,5/4/2023,CDO-23-0670
Nevada,2014,Buprenorphine,39,F,,,5/4/2023,CDO-23-0670
Nevada,2015,Buprenorphine,61,F,,,5/4/2023,CDO-23-0670
Nevada,2016,Buprenorphine,125,F,,,5/4/2023,CDO-23-0670
Nevada,2017,Buprenorphine,169,F,,,5/4/2023,CDO-23-0670
Nevada,2018,Buprenorphine,264,F,,,5/4/2023,CDO-23-0670
Nevada,2019,Buprenorphine,367,F,,,5/4/2023,CDO-23-0670
Nevada,2020,Buprenorphine,426,F,,,5/4/2023,CDO-23-0670
Nevada,2021,Buprenorphine,438,F,,,5/4/2023,CDO-23-0670
Nevada,2022,Buprenorphine,400,F,,,1/10/2025,CDO-25-0612
Nevada,2023,Buprenorphine,440,F,,,10/17/2025,
Nevada,2024,Buprenorphine,443,F,,,10/17/2025,
Orange,2010,Buprenorphine,29,F,,,5/4/2023,CDO-23-0670
Orange,2011,Buprenorphine,31,F,,,5/4/2023,CDO-23-0670
Orange,2012,Buprenorphine,29,F,,,5/4/2023,CDO-23-0670
Orange,2013,Buprenorphine,41,F,,,5/4/2023,CDO-23-0670
Orange,2014,Buprenorphine,143,F,,,5/4/2023,CDO-23-0670
Orange,2015,Buprenorphine,472,F,,,5/4/2023,CDO-23-0670
Orange,2016,Buprenorphine,956,F,,,5/4/2023,CDO-23-0670
Orange,2017,Buprenorphine,1329,F,,,5/4/2023,CDO-23-0670
Orange,2018,Buprenorphine,1473,F,,,5/4/2023,CDO-23-0670
Orange,2019,Buprenorphine,1735,F,,,5/4/2023,CDO-23-0670
Orange,2020,Buprenorphine,2286,F,,,5/4/2023,CDO-23-0670
Orange,2021,Buprenorphine,2615,F,,,5/4/2023,CDO-23-0670
Orange,2022,Buprenorphine,3056,F,,,1/10/2025,CDO-25-0612
Orange,2023,Buprenorphine,3279,F,,,10/17/2025,
Orange,2024,Buprenorphine,3548,F,,,10/17/2025,
Placer,2010,Buprenorphine,11,F,,,5/4/2023,CDO-23-0670
Placer,2011,Buprenorphine,15,F,,,5/4/2023,CDO-23-0670
Placer,2012,Buprenorphine,25,F,,,5/4/2023,CDO-23-0670
Placer,2013,Buprenorphine,26,F,,,5/4/2023,CDO-23-0670
Placer,2014,Buprenorphine,59,F,,,5/4/2023,CDO-23-0670
Placer,2015,Buprenorphine,106,F,,,5/4/2023,CDO-23-0670
Placer,2016,Buprenorphine,195,F,,,5/4/2023,CDO-23-0670
Placer,2017,Buprenorphine,329,F,,,5/4/2023,CDO-23-0670
Placer,2018,Buprenorphine,412,F,,,5/4/2023,CDO-23-0670
Placer,2019,Buprenorphine,468,F,,,5/4/2023,CDO-23-0670
Placer,2020,Buprenorphine,515,F,,,5/4/2023,CDO-23-0670
Placer,2021,Buprenorphine,624,F,,,5/4/2023,CDO-23-0670
Placer,2022,Buprenorphine,638,F,,,1/10/2025,CDO-25-0612
Placer,2023,Buprenorphine,610,F,,,10/17/2025,
Placer,2024,Buprenorphine,602,F,,,10/17/2025,
Plumas,2023,Buprenorphine,61,F,,,10/17/2025,
Plumas,2024,Buprenorphine,47,F,,,10/17/2025,
Plumas / Sierra,2010,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2011,Buprenorphine,0,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2012,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2013,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2014,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2015,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Plumas / Sierra,2016,Buprenorphine,,F,2,complementary cell suppression,5/4/2023,CDO-23-0670
Plumas / Sierra,2017,Buprenorphine,51,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2018,Buprenorphine,63,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2019,Buprenorphine,93,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2020,Buprenorphine,94,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2021,Buprenorphine,107,F,,,5/4/2023,CDO-23-0670
Plumas / Sierra,2022,Buprenorphine,75,F,,,1/10/2025,CDO-25-0612
Riverside,2010,Buprenorphine,68,F,,,5/4/2023,CDO-23-0670
Riverside,2011,Buprenorphine,93,F,,,5/4/2023,CDO-23-0670
Riverside,2012,Buprenorphine,96,F,,,5/4/2023,CDO-23-0670
Riverside,2013,Buprenorphine,100,F,,,5/4/2023,CDO-23-0670
Riverside,2014,Buprenorphine,213,F,,,5/4/2023,CDO-23-0670
Riverside,2015,Buprenorphine,467,F,,,5/4/2023,CDO-23-0670
Riverside,2016,Buprenorphine,877,F,,,5/4/2023,CDO-23-0670
Riverside,2017,Buprenorphine,1386,F,,,5/4/2023,CDO-23-0670
Riverside,2018,Buprenorphine,1378,F,,,5/4/2023,CDO-23-0670
Riverside,2019,Buprenorphine,1788,F,,,5/4/2023,CDO-23-0670
Riverside,2020,Buprenorphine,2243,F,,,5/4/2023,CDO-23-0670
Riverside,2021,Buprenorphine,2721,F,,,5/4/2023,CDO-23-0670
Riverside,2022,Buprenorphine,2604,F,,,1/10/2025,CDO-25-0612
Riverside,2023,Buprenorphine,2880,F,,,10/17/2025,
Riverside,2024,Buprenorphine,2971,F,,,10/17/2025,
Sacramento,2010,Buprenorphine,46,F,,,5/4/2023,CDO-23-0670
Sacramento,2011,Buprenorphine,76,F,,,5/4/2023,CDO-23-0670
Sacramento,2012,Buprenorphine,86,F,,,5/4/2023,CDO-23-0670
Sacramento,2013,Buprenorphine,111,F,,,5/4/2023,CDO-23-0670
Sacramento,2014,Buprenorphine,247,F,,,5/4/2023,CDO-23-0670
Sacramento,2015,Buprenorphine,454,F,,,5/4/2023,CDO-23-0670
Sacramento,2016,Buprenorphine,660,F,,,5/4/2023,CDO-23-0670
Sacramento,2017,Buprenorphine,939,F,,,5/4/2023,CDO-23-0670
Sacramento,2018,Buprenorphine,1113,F,,,5/4/2023,CDO-23-0670
Sacramento,2019,Buprenorphine,1294,F,,,5/4/2023,CDO-23-0670
Sacramento,2020,Buprenorphine,1688,F,,,5/4/2023,CDO-23-0670
Sacramento,2021,Buprenorphine,2148,F,,,5/4/2023,CDO-23-0670
Sacramento,2022,Buprenorphine,2110,F,,,1/10/2025,CDO-25-0612
Sacramento,2023,Buprenorphine,2440,F,,,10/17/2025,
Sacramento,2024,Buprenorphine,2581,F,,,10/17/2025,
San Benito,2010,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2011,Buprenorphine,0,F,,,5/4/2023,CDO-23-0670
San Benito,2012,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2013,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2014,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2015,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Benito,2016,Buprenorphine,18,F,,,5/4/2023,CDO-23-0670
San Benito,2017,Buprenorphine,41,F,,,5/4/2023,CDO-23-0670
San Benito,2018,Buprenorphine,35,F,,,5/4/2023,CDO-23-0670
San Benito,2019,Buprenorphine,50,F,,,5/4/2023,CDO-23-0670
San Benito,2020,Buprenorphine,45,F,,,5/4/2023,CDO-23-0670
San Benito,2021,Buprenorphine,57,F,,,5/4/2023,CDO-23-0670
San Benito,2022,Buprenorphine,60,F,,,1/10/2025,CDO-25-0612
San Benito,2023,Buprenorphine,72,F,,,10/17/2025,
San Benito,2024,Buprenorphine,84,F,,,10/17/2025,
San Bernardino,2010,Buprenorphine,38,F,,,5/4/2023,CDO-23-0670
San Bernardino,2011,Buprenorphine,53,F,,,5/4/2023,CDO-23-0670
San Bernardino,2012,Buprenorphine,45,F,,,5/4/2023,CDO-23-0670
San Bernardino,2013,Buprenorphine,37,F,,,5/4/2023,CDO-23-0670
San Bernardino,2014,Buprenorphine,122,F,,,5/4/2023,CDO-23-0670
San Bernardino,2015,Buprenorphine,363,F,,,5/4/2023,CDO-23-0670
San Bernardino,2016,Buprenorphine,769,F,,,5/4/2023,CDO-23-0670
San Bernardino,2017,Buprenorphine,1023,F,,,5/4/2023,CDO-23-0670
San Bernardino,2018,Buprenorphine,939,F,,,5/4/2023,CDO-23-0670
San Bernardino,2019,Buprenorphine,1139,F,,,5/4/2023,CDO-23-0670
San Bernardino,2020,Buprenorphine,1431,F,,,5/4/2023,CDO-23-0670
San Bernardino,2021,Buprenorphine,1682,F,,,5/4/2023,CDO-23-0670
San Bernardino,2022,Buprenorphine,1770,F,,,1/10/2025,CDO-25-0612
San Bernardino,2023,Buprenorphine,1984,F,,,10/17/2025,
San Bernardino,2024,Buprenorphine,2091,F,,,10/17/2025,
San Diego,2010,Buprenorphine,95,F,,,5/4/2023,CDO-23-0670
San Diego,2011,Buprenorphine,116,F,,,5/4/2023,CDO-23-0670
San Diego,2012,Buprenorphine,273,F,,,5/4/2023,CDO-23-0670
San Diego,2013,Buprenorphine,119,F,,,5/4/2023,CDO-23-0670
San Diego,2014,Buprenorphine,336,F,,,5/4/2023,CDO-23-0670
San Diego,2015,Buprenorphine,1159,F,,,5/4/2023,CDO-23-0670
San Diego,2016,Buprenorphine,1319,F,,,5/4/2023,CDO-23-0670
San Diego,2017,Buprenorphine,1625,F,,,5/4/2023,CDO-23-0670
San Diego,2018,Buprenorphine,1797,F,,,5/4/2023,CDO-23-0670
San Diego,2019,Buprenorphine,2233,F,,,5/4/2023,CDO-23-0670
San Diego,2020,Buprenorphine,2584,F,,,5/4/2023,CDO-23-0670
San Diego,2021,Buprenorphine,2890,F,,,5/4/2023,CDO-23-0670
San Diego,2022,Buprenorphine,2814,F,,,1/10/2025,CDO-25-0612
San Diego,2023,Buprenorphine,3240,F,,,10/17/2025,
San Diego,2024,Buprenorphine,3830,F,,,10/17/2025,
San Francisco,2010,Buprenorphine,63,F,,,5/4/2023,CDO-23-0670
San Francisco,2011,Buprenorphine,90,F,,,5/4/2023,CDO-23-0670
San Francisco,2012,Buprenorphine,89,F,,,5/4/2023,CDO-23-0670
San Francisco,2013,Buprenorphine,94,F,,,5/4/2023,CDO-23-0670
San Francisco,2014,Buprenorphine,355,F,,,5/4/2023,CDO-23-0670
San Francisco,2015,Buprenorphine,425,F,,,5/4/2023,CDO-23-0670
San Francisco,2016,Buprenorphine,529,F,,,5/4/2023,CDO-23-0670
San Francisco,2017,Buprenorphine,714,F,,,5/4/2023,CDO-23-0670
San Francisco,2018,Buprenorphine,911,F,,,5/4/2023,CDO-23-0670
San Francisco,2019,Buprenorphine,1023,F,,,5/4/2023,CDO-23-0670
San Francisco,2020,Buprenorphine,1193,F,,,5/4/2023,CDO-23-0670
San Francisco,2021,Buprenorphine,1430,F,,,5/4/2023,CDO-23-0670
San Francisco,2022,Buprenorphine,1564,F,,,1/10/2025,CDO-25-0612
San Francisco,2023,Buprenorphine,1685,F,,,10/17/2025,
San Francisco,2024,Buprenorphine,2133,F,,,10/17/2025,
San Joaquin,2010,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Joaquin,2011,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Joaquin,2012,Buprenorphine,14,F,,,5/4/2023,CDO-23-0670
San Joaquin,2013,Buprenorphine,15,F,,,5/4/2023,CDO-23-0670
San Joaquin,2014,Buprenorphine,49,F,,,5/4/2023,CDO-23-0670
San Joaquin,2015,Buprenorphine,88,F,,,5/4/2023,CDO-23-0670
San Joaquin,2016,Buprenorphine,130,F,,,5/4/2023,CDO-23-0670
San Joaquin,2017,Buprenorphine,176,F,,,5/4/2023,CDO-23-0670
San Joaquin,2018,Buprenorphine,176,F,,,5/4/2023,CDO-23-0670
San Joaquin,2019,Buprenorphine,254,F,,,5/4/2023,CDO-23-0670
San Joaquin,2020,Buprenorphine,365,F,,,5/4/2023,CDO-23-0670
San Joaquin,2021,Buprenorphine,490,F,,,5/4/2023,CDO-23-0670
San Joaquin,2022,Buprenorphine,529,F,,,1/10/2025,CDO-25-0612
San Joaquin,2023,Buprenorphine,598,F,,,10/17/2025,
San Joaquin,2024,Buprenorphine,629,F,,,10/17/2025,
San Luis Obispo,2010,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Luis Obispo,2011,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Luis Obispo,2012,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Luis Obispo,2013,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
San Luis Obispo,2014,Buprenorphine,68,F,,,5/4/2023,CDO-23-0670
San Luis Obispo,2015,Buprenorphine,247,F,,,5/4/2023,CDO-23-0670
San Luis Obispo,2016,Buprenorphine,380,F,,,5/4/2023,CDO-23-0670
San Luis Obispo,2017,Buprenorphine,458,F,,,5/4/2023,CDO-23-0670
San Luis Obispo,2018,Buprenorphine,430,F,,,5/4/2023,CDO-23-0670
San Luis Obispo,2019,Buprenorphine,424,F,,,5/4/2023,CDO-23-0670
San Luis Obispo,2020,Buprenorphine,422,F,,,5/4/2023,CDO-23-0670
San Luis Obispo,2021,Buprenorphine,472,F,,,5/4/2023,CDO-23-0670
San Luis Obispo,2022,Buprenorphine,485,F,,,1/10/2025,CDO-25-0612
San Luis Obispo,2023,Buprenorphine,522,F,,,10/17/2025,
San Luis Obispo,2024,Buprenorphine,524,F,,,10/17/2025,
San Mateo,2010,Buprenorphine,12,F,,,5/4/2023,CDO-23-0670
San Mateo,2011,Buprenorphine,15,F,,,5/4/2023,CDO-23-0670
San Mateo,2012,Buprenorphine,15,F,,,5/4/2023,CDO-23-0670
San Mateo,2013,Buprenorphine,13,F,,,5/4/2023,CDO-23-0670
San Mateo,2014,Buprenorphine,41,F,,,5/4/2023,CDO-23-0670
San Mateo,2015,Buprenorphine,71,F,,,5/4/2023,CDO-23-0670
San Mateo,2016,Buprenorphine,83,F,,,5/4/2023,CDO-23-0670
San Mateo,2017,Buprenorphine,125,F,,,5/4/2023,CDO-23-0670
San Mateo,2018,Buprenorphine,211,F,,,5/4/2023,CDO-23-0670
San Mateo,2019,Buprenorphine,293,F,,,5/4/2023,CDO-23-0670
San Mateo,2020,Buprenorphine,340,F,,,5/4/2023,CDO-23-0670
San Mateo,2021,Buprenorphine,356,F,,,5/4/2023,CDO-23-0670
San Mateo,2022,Buprenorphine,408,F,,,1/10/2025,CDO-25-0612
San Mateo,2023,Buprenorphine,428,F,,,10/17/2025,
San Mateo,2024,Buprenorphine,438,F,,,10/17/2025,
Santa Barbara,2010,Buprenorphine,18,F,,,5/4/2023,CDO-23-0670
Santa Barbara,2011,Buprenorphine,16,F,,,5/4/2023,CDO-23-0670
Santa Barbara,2012,Buprenorphine,21,F,,,5/4/2023,CDO-23-0670
Santa Barbara,2013,Buprenorphine,30,F,,,5/4/2023,CDO-23-0670
Santa Barbara,2014,Buprenorphine,77,F,,,5/4/2023,CDO-23-0670
Santa Barbara,2015,Buprenorphine,194,F,,,5/4/2023,CDO-23-0670
Santa Barbara,2016,Buprenorphine,314,F,,,5/4/2023,CDO-23-0670
Santa Barbara,2017,Buprenorphine,380,F,,,5/4/2023,CDO-23-0670
Santa Barbara,2018,Buprenorphine,404,F,,,5/4/2023,CDO-23-0670
Santa Barbara,2019,Buprenorphine,504,F,,,5/4/2023,CDO-23-0670
Santa Barbara,2020,Buprenorphine,594,F,,,5/4/2023,CDO-23-0670
Santa Barbara,2021,Buprenorphine,675,F,,,5/4/2023,CDO-23-0670
Santa Barbara,2022,Buprenorphine,681,F,,,1/10/2025,CDO-25-0612
Santa Barbara,2023,Buprenorphine,762,F,,,10/17/2025,
Santa Barbara,2024,Buprenorphine,775,F,,,10/17/2025,
Santa Clara,2010,Buprenorphine,18,F,,,5/4/2023,CDO-23-0670
Santa Clara,2011,Buprenorphine,29,F,,,5/4/2023,CDO-23-0670
Santa Clara,2012,Buprenorphine,34,F,,,5/4/2023,CDO-23-0670
Santa Clara,2013,Buprenorphine,28,F,,,5/4/2023,CDO-23-0670
Santa Clara,2014,Buprenorphine,134,F,,,5/4/2023,CDO-23-0670
Santa Clara,2015,Buprenorphine,272,F,,,5/4/2023,CDO-23-0670
Santa Clara,2016,Buprenorphine,321,F,,,5/4/2023,CDO-23-0670
Santa Clara,2017,Buprenorphine,467,F,,,5/4/2023,CDO-23-0670
Santa Clara,2018,Buprenorphine,665,F,,,5/4/2023,CDO-23-0670
Santa Clara,2019,Buprenorphine,837,F,,,5/4/2023,CDO-23-0670
Santa Clara,2020,Buprenorphine,892,F,,,5/4/2023,CDO-23-0670
Santa Clara,2021,Buprenorphine,926,F,,,5/4/2023,CDO-23-0670
Santa Clara,2022,Buprenorphine,1017,F,,,1/10/2025,CDO-25-0612
Santa Clara,2023,Buprenorphine,1084,F,,,10/17/2025,
Santa Clara,2024,Buprenorphine,1213,F,,,10/17/2025,
Santa Cruz,2010,Buprenorphine,19,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2011,Buprenorphine,16,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2012,Buprenorphine,20,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2013,Buprenorphine,15,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2014,Buprenorphine,65,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2015,Buprenorphine,143,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2016,Buprenorphine,273,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2017,Buprenorphine,424,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2018,Buprenorphine,500,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2019,Buprenorphine,654,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2020,Buprenorphine,646,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2021,Buprenorphine,728,F,,,5/4/2023,CDO-23-0670
Santa Cruz,2022,Buprenorphine,706,F,,,1/10/2025,CDO-25-0612
Santa Cruz,2023,Buprenorphine,792,F,,,10/17/2025,
Santa Cruz,2024,Buprenorphine,786,F,,,10/17/2025,
Shasta,2010,Buprenorphine,56,F,,,5/4/2023,CDO-23-0670
Shasta,2011,Buprenorphine,101,F,,,5/4/2023,CDO-23-0670
Shasta,2012,Buprenorphine,120,F,,,5/4/2023,CDO-23-0670
Shasta,2013,Buprenorphine,138,F,,,5/4/2023,CDO-23-0670
Shasta,2014,Buprenorphine,196,F,,,5/4/2023,CDO-23-0670
Shasta,2015,Buprenorphine,283,F,,,5/4/2023,CDO-23-0670
Shasta,2016,Buprenorphine,430,F,,,5/4/2023,CDO-23-0670
Shasta,2017,Buprenorphine,629,F,,,5/4/2023,CDO-23-0670
Shasta,2018,Buprenorphine,699,F,,,5/4/2023,CDO-23-0670
Shasta,2019,Buprenorphine,869,F,,,5/4/2023,CDO-23-0670
Shasta,2020,Buprenorphine,836,F,,,5/4/2023,CDO-23-0670
Shasta,2021,Buprenorphine,920,F,,,5/4/2023,CDO-23-0670
Shasta,2022,Buprenorphine,930,F,,,1/10/2025,CDO-25-0612
Shasta,2023,Buprenorphine,966,F,,,10/17/2025,
Shasta,2024,Buprenorphine,963,F,,,10/17/2025,
Sierra,2023,Buprenorphine,19,F,,,10/17/2025,
Sierra,2024,Buprenorphine,,F,2,Complementary cell suppression,10/17/2025,
Siskiyou,2023,Buprenorphine,157,F,,,10/17/2025,
Siskiyou,2024,Buprenorphine,153,F,,,10/17/2025,
Siskiyou / Trinity,2010,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2011,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2012,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2013,Buprenorphine,15,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2014,Buprenorphine,24,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2015,Buprenorphine,51,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2016,Buprenorphine,75,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2017,Buprenorphine,107,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2018,Buprenorphine,143,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2019,Buprenorphine,187,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2020,Buprenorphine,196,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2021,Buprenorphine,220,F,,,5/4/2023,CDO-23-0670
Siskiyou / Trinity,2022,Buprenorphine,207,F,,,1/10/2025,CDO-25-0612
Solano,2010,Buprenorphine,40,F,,,5/4/2023,CDO-23-0670
Solano,2011,Buprenorphine,30,F,,,5/4/2023,CDO-23-0670
Solano,2012,Buprenorphine,28,F,,,5/4/2023,CDO-23-0670
Solano,2013,Buprenorphine,31,F,,,5/4/2023,CDO-23-0670
Solano,2014,Buprenorphine,62,F,,,5/4/2023,CDO-23-0670
Solano,2015,Buprenorphine,85,F,,,5/4/2023,CDO-23-0670
Solano,2016,Buprenorphine,120,F,,,5/4/2023,CDO-23-0670
Solano,2017,Buprenorphine,175,F,,,5/4/2023,CDO-23-0670
Solano,2018,Buprenorphine,213,F,,,5/4/2023,CDO-23-0670
Solano,2019,Buprenorphine,264,F,,,5/4/2023,CDO-23-0670
Solano,2020,Buprenorphine,360,F,,,5/4/2023,CDO-23-0670
Solano,2021,Buprenorphine,450,F,,,5/4/2023,CDO-23-0670
Solano,2022,Buprenorphine,552,F,,,1/10/2025,CDO-25-0612
Solano,2023,Buprenorphine,635,F,,,10/17/2025,
Solano,2024,Buprenorphine,657,F,,,10/17/2025,
Sonoma,2010,Buprenorphine,59,F,,,5/4/2023,CDO-23-0670
Sonoma,2011,Buprenorphine,72,F,,,5/4/2023,CDO-23-0670
Sonoma,2012,Buprenorphine,83,F,,,5/4/2023,CDO-23-0670
Sonoma,2013,Buprenorphine,74,F,,,5/4/2023,CDO-23-0670
Sonoma,2014,Buprenorphine,207,F,,,5/4/2023,CDO-23-0670
Sonoma,2015,Buprenorphine,346,F,,,5/4/2023,CDO-23-0670
Sonoma,2016,Buprenorphine,473,F,,,5/4/2023,CDO-23-0670
Sonoma,2017,Buprenorphine,648,F,,,5/4/2023,CDO-23-0670
Sonoma,2018,Buprenorphine,738,F,,,5/4/2023,CDO-23-0670
Sonoma,2019,Buprenorphine,888,F,,,5/4/2023,CDO-23-0670
Sonoma,2020,Buprenorphine,938,F,,,5/4/2023,CDO-23-0670
Sonoma,2021,Buprenorphine,1022,F,,,5/4/2023,CDO-23-0670
Sonoma,2022,Buprenorphine,1009,F,,,1/10/2025,CDO-25-0612
Sonoma,2023,Buprenorphine,1078,F,,,10/17/2025,
Sonoma,2024,Buprenorphine,1078,F,,,10/17/2025,
Stanislaus,2010,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2011,Buprenorphine,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Stanislaus,2012,Buprenorphine,19,F,,,5/4/2023,CDO-23-0670
Stanislaus,2013,Buprenorphine,30,F,,,5/4/2023,CDO-23-0670
Stanislaus,2014,Buprenorphine,88,F,,,5/4/2023,CDO-23-0670
Stanislaus,2015,Buprenorphine,191,F,,,5/4/2023,CDO-23-0670
Stanislaus,2016,Buprenorphine,323,F,,,5/4/2023,CDO-23-0670
Stanislaus,2017,Buprenorphine,359,F,,,5/4/2023,CDO-23-0670
Stanislaus,2018,Buprenorphine,470,F,,,5/4/2023,CDO-23-0670
Stanislaus,2019,Buprenorphine,494,F,,,5/4/2023,CDO-23-0670
Stanislaus,2020,Buprenorphine,625,F,,,5/4/2023,CDO-23-0670
Stanislaus,2021,Buprenorphine,668,F,,,5/4/2023,CDO-23-0670
Stanislaus,2022,Buprenorphine,709,F,,,1/10/2025,CDO-25-0612
Stanislaus,2023,Buprenorphine,954,F,,,10/17/2025,
Stanislaus,2024,Buprenorphine,957,F,,,10/17/2025,
Statewide,2010,Buprenorphine,1265,F,,,5/4/2023,CDO-23-0670
Statewide,2011,Buprenorphine,1680,F,,,5/4/2023,CDO-23-0670
Statewide,2012,Buprenorphine,2099,F,,,5/4/2023,CDO-23-0670
Statewide,2013,Buprenorphine,2130,F,,,5/4/2023,CDO-23-0670
Statewide,2014,Buprenorphine,5000,F,,,5/4/2023,CDO-23-0670
Statewide,2015,Buprenorphine,10368,F,,,5/4/2023,CDO-23-0670
Statewide,2016,Buprenorphine,15542,F,,,5/4/2023,CDO-23-0670
Statewide,2017,Buprenorphine,21753,F,,,5/4/2023,CDO-23-0670
Statewide,2018,Buprenorphine,25262,F,,,5/4/2023,CDO-23-0670
Statewide,2019,Buprenorphine,30624,F,,,5/4/2023,CDO-23-0670
Statewide,2020,Buprenorphine,35120,F,,,5/4/2023,CDO-23-0670
Statewide,2021,Buprenorphine,40079,F,,,5/4/2023,CDO-23-0670
Statewide,2022,Buprenorphine,41485,F,,,1/10/2025,CDO-25-0612
Statewide,2023,Buprenorphine,46259,F,,,10/17/2025,
Statewide,2024,Buprenorphine,49998,F,,,10/17/2025,
Sutter,2010,Buprenorphine,29,F,,,5/4/2023,CDO-23-0670
Sutter,2011,Buprenorphine,37,F,,,5/4/2023,CDO-23-0670
Sutter,2012,Buprenorphine,47,F,,,5/4/2023,CDO-23-0670
Sutter,2013,Buprenorphine,44,F,,,5/4/2023,CDO-23-0670
Sutter,2014,Buprenorphine,87,F,,,5/4/2023,CDO-23-0670
Sutter,2015,Buprenorphine,119,F,,,5/4/2023,CDO-23-0670
Sutter,2016,Buprenorphine,137,F,,,5/4/2023,CDO-23-0670
Sutter,2017,Buprenorphine,155,F,,,5/4/2023,CDO-23-0670
Sutter,2018,Buprenorphine,173,F,,,5/4/2023,CDO-23-0670
Sutter,2019,Buprenorphine,226,F,,,5/4/2023,CDO-23-0670
Sutter,2020,Buprenorphine,244,F,,,5/4/2023,CDO-23-0670
Sutter,2021,Buprenorphine,275,F,,,5/4/2023,CDO-23-0670
Sutter,2022,Buprenorphine,286,F,,,1/10/2025,CDO-25-0612
