X,Y,OBJECTID,County_Code,Application_Number,Legal_Entity_Name,Facility_Name,Facility_Address1,Facility_Address2,Additional_Facility_Locations,Facility_City,Facility_State,Facility_Zip,Facility_Phone,Type_of_Application,Program_Code,Treatment_Capacity,Total_Capacity,Expiration_Date,Target_Population,Incident_Medical_Services,Adolescent_Waiver,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,Latitude,Longitude,CountyName
-121.885372941,38.0323488400001,70,07,070008EN,UJIMA FAMILY RECOVERY SERVICES,UJIMA EAST INTENSIVE DAY TREATMENT PROGRAM,535 MARINA BLVD,,,PITTSBURG,CA,94565,(925) 427-9100,Certified,NON,0,0,2/28/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.032444644734,-121.885400350152,Contra Costa County
-122.341818783,37.957459762,71,07,070008AN,UJIMA FAMILY RECOVERY SERVICES,THE RECTORY WOMEN'S RECOVERY CENTER,1901 CHURCH LANE,,,SAN PABLO,CA,94806,(510) 236-3134,Licensed and Certified,RES,12,21,2/28/2027,1.4 --- WOMEN/CHILDREN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.957278628814,-122.341629100191,Contra Costa County
-122.026544643,37.9383182610001,72,07,070008LN,UJIMA FAMILY RECOVERY SERVICES,UJIMA CENTRAL OUTPATIENT PROGRAM (AKA UJIMA CENTRAL MOTHERS' PROGRAM),2975 TREAT BLVD ,SUITE B-5,,CONCORD,CA,94518,(925) 691-5083,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.938052638405,-122.026406676521,Contra Costa County
-121.809827602,38.003841316,73,07,070024EN,R.E.A.C.H. PROJECT,R.E.A.C.H. PROJECT,1915 D STREET,,,ANTIOCH,CA,94509-2571,(925) 754-3673,Certified,NON,0,0,7/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.003839472311,-121.810001443052,Contra Costa County
-121.715374282,37.997574167,74,07,070024CN,R.E.A.C.H. PROJECT,REACH PROJECT,3385 MAIN STREET,SUITE B,,OAKLEY,CA,94561,(925) 754-3673,Certified,NON,0,0,5/31/2026,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.997738117351,-121.715374701524,Contra Costa County
-122.341299021,37.9573107320001,75,07,070008HN,UJIMA FAMILY RECOVERY SERVICES,THE RECTORY WOMEN'S RECOVERY CENTER,1916 CHURCH LANE,,,SAN PABLO,CA,94806,(510) 236-3134,Licensed and Certified,RES,3,6,2/28/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.957422378453,-122.341415948393,Contra Costa County
-122.084798283,38.0038232950001,76,07,070012BN,CONTRA COSTA COUNTY HEALTH SERVICES DEPARTMENT,DISCOVERY HOUSE,4645 PACHECO BOULEVARD,,,MARTINEZ,CA,94553,(925) 646-9270,Licensed and Certified,RES,40,40,10/31/2027,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.003659931945,-122.084820411208,Contra Costa County
-121.806369313,38.0077513900001,77,07,070034AP,"J. COLE RECOVERY HOMES, INC.","J. COLE RECOVERY HOMES, INC.",1408 A STREET,,18 WEST 15TH STREET,ANTIOCH,CA,94509,(925) 978-2873,Licensed and Certified,RES,22,23,3/31/2028,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00774979778,-121.806044011287,Contra Costa County
-122.071213313,37.8844504100001,78,07,070046BP,DIABLO VALLEY DRUG AND ALCOHOL SERVICES INC.,MAGNOLIA RECOVERY ,2059 MAGNOLIA WAY,,,WALNUT CREEK,CA,94595,(925) 289-1430,Licensed,RES-DETOX,6,6,6/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.883287420442,-122.070559608783,Contra Costa County
-122.031665734,37.9803943250001,79,07,070048AP,SIERRA HEALTH AND WELLNESS CENTERS LLC,NEW START RECOVERY SOLUTIONS,2449 PACHECO STREET,,2118 AND 2150 EAST STREET,CONCORD,CA,94520,(530) 854-4119,Licensed and Certified,RES-DETOX,29,29,2/28/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.980192153705,-122.03157395219,Contra Costa County
-121.684158147,37.9193635930001,80,07,070024FN,R.E.A.C.H. PROJECT,REACH PROJECT BRENTWOOD FACILITY ,9100 BRENTWOOD BOULEVARD,,,BRENTWOOD,CA,94513,(925) 666-8460,Certified,NON,0,0,10/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.919030831158,-121.684595011959,Contra Costa County
-121.989282724,37.7739876540001,81,07,070046AP,DIABLO VALLEY DRUG AND ALCOHOL SERVICES INC.,DIABLO VALLEY DRUG AND ALCOHOL SERVICES,111 DEERWOOD ROAD,#235,,SAN RAMON,CA,94583,(925) 289-1430,Certified,NON-DETOX,0,0,6/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.773957228183,-121.988352668466,Contra Costa County
-122.322995878,37.9411367600001,82,07,070052BP,CALIFORNIA PORTSMOUTH SQUARE ASSOCIATION,STARLIGHT HOME,686 HUMBOLDT STREET,,,RICHMOND,CA,94805,(510) 236-3388,Licensed and Certified,RES,15,20,5/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.941039948697,-122.323237192967,Contra Costa County
-121.804499227,37.9841368450001,83,07,070051AP,ANTIOCH REHAB LLC,ANTIOCH REHAB LLC,3720 SUNSET LN.,SUITE B,,ANTIOCH,CA,94509,(714) 609-9300,Certified,NON,0,0,10/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.98415914084,-121.804235615676,Contra Costa County
-121.969813575,37.7763466150001,84,07,070054AN,"DESTINY HEALTHCARE, LLC",DESTINY BEHAVIORAL HEALTH,2250 CAMINO RAMON,,,SAN RAMON,CA,94583,(925) 275-1600,Certified,NON,0,0,11/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77759325587,-121.967881713979,Contra Costa County
-122.337394982,37.956142001,85,07,070056BN,CONTRA COSTA COUNTY,WEST COUNTY ADULT MENTAL HEALTH,13585 SAN PABLO AVENUE,2ND FLOOR,,SAN PABLO,CA,94806,(925) 431-2600,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9564686436,-122.337157522485,Contra Costa County
-122.347254028,37.9344580170001,86,07,070049AN,"WESTCARE CALIFORNIA, INC.","WESTCARE CALIFORNIA, INC. ",208 23RD STREET,,,RICHMOND,CA,94804,(559) 251-4800,Licensed and Certified,RES-DETOX,25,25,7/31/2026,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.934459190785,-122.347528116008,Contra Costa County
-122.047122131,37.984123099,87,07,070056EN,CONTRA COSTA COUNTY,CENTRAL COUNTY CHILDREN'S MENTAL HEALTH SERVICES,2425 BISSO LN ,SUITE 200,,CONCORD,CA,94520,(925) 648-5468,Certified,NON,0,0,12/31/2026,1.10 --- CO-ED/YOUTH,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.984380339265,-122.046874362066,Contra Costa County
-122.337394982,37.956142001,88,07,070056FN,CONTRA COSTA COUNTY,WEST COUNTY CHILDRENS BEHAVIORAL HEALTH,13585 SAN PABLO AVE ,1ST FLOOR,,SAN PABLO,CA,94806,(510) 942-4700,Certified,NON,0,0,12/31/2026,1.10 --- CO-ED/YOUTH,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9564686436,-122.337157522485,Contra Costa County
-122.049300588,37.971476357,89,07,070057AN,OPTIONS RECOVERY SERVICES,OPTIONS RECOVERY SERVICES,1470 CIVIC COURT,SUITE 100,,CONCORD,CA,94520,(510) 666-9552,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.971916407334,-122.049403936625,Contra Costa County
-122.050508001,37.9696321710001,90,07,070056DN,CONTRA COSTA COUNTY,CENTRAL COUNTY ADULT MENTAL HEALTH SERVICES,1420 WILLOW PASS RD ,2ND FLOOR,,CONCORD,CA,94520,(925) 646-5622,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.969668045626,-122.050530548231,Contra Costa County
-121.869560732,38.0065738590001,91,07,070056CN,CONTRA COSTA COUNTY,EAST COUNTY ADULT MENTAL HEALTH,2311 LOVERIDGE RD ,2ND FLOOR,,PITTSBURG,CA,94565,(925) 431-2600,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.007194370966,-121.871141140289,Contra Costa County
-122.179688552,37.8761690050001,92,07,070058AP,BAY AREA RECOVERY LLC,BAY AREA RECOVERY LLC,17 CAMINO ENCINAS,,,ORINDA,CA,94563,(415) 996-3965,Licensed,RES-DETOX,6,6,1/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.876351647021,-122.179949564012,Contra Costa County
-124.195666708,41.7542385410001,93,08,080005AN,COUNTY OF DEL NORTE,DHHS BEHAVIORAL HEALTH BRANCH,455 K STREET,,,CRESCENT CITY,CA,95531,(707) 464-7224,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.754238540977,-124.195666708147,Del Norte County
-120.021955417,38.9198763380001,94,09,090001AP,"SKY LAKE RECOVERY CENTER, LLC","SKY LAKE RECOVERY CENTER, LLC",586 GLORENE AVENUE,,,SOUTH LAKE TAHOE,CA,96150,(888) 325-6468,Licensed and Certified,RES-DETOX,70,75,4/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.920180098582,-120.021268101419,El Dorado County
-121.839310634,37.998733241,95,07,070059AN,ELDAHOUSE,ELDAHOUSE,2334 BUCHANNAN ROAD,SUITE 2334 AND 2352,,ANTIOCH,CA,94509,(510) 759-1970,Certified,NON,0,0,4/30/2027,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.998733240522,-121.839310634398,Contra Costa County
-120.907964912,38.8083305580001,96,09,090002AN,"PROGRESS HOUSE, INC.",PROGRESS HOUSE MEN'S FACILITY,838 BEACH COURT,,,LOTUS,CA,95651,(530) 863-5863,Licensed and Certified,RES,24,26,5/31/2026,1.2 --- MEN ONLY,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.80794406813,-120.906949527984,El Dorado County
-122.051424143,37.9682494090001,97,07,070060AP,"PATHWAY HUMANITY PERSONNEL, SPC",PATHWAY HUMANITY MENTAL ILLNESS TREATMENT AND SUBSTANCE DISORDER SUPPORT,1320 WILLOW PASS ROAD,SUITE 624,,CONCORD,CA,94520,(888) 710-7760,Certified,NON-DETOX,0,0,8/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.968817114815,-122.051812057407,Contra Costa County
-121.784492043,37.9707883290001,98,07,070056AN,CONTRA COSTA COUNTY,EAST COUNTY CHILDRENS BEHAVIORAL HEALTH,2335 COUNTRY HILLS DR,,,ANTIOCH,CA,94531,(925) 608-8700,Certified,NON,0,0,12/31/2026,1.10 --- CO-ED/YOUTH,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.970188603723,-121.784179146301,Contra Costa County
-120.616334779,38.7492826060001,99,09,090002FN,"PROGRESS HOUSE, INC.",PROGRESS HOUSE PERINATAL FACILITY,5494 PONY EXPRESS TRAIL,"HOUSE 1, 2, 3, 4 AND 5",,CAMINO,CA,95709,(530) 863-5863,Licensed and Certified,RES,16,32,5/31/2026,1.4 --- WOMEN/CHILDREN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.749765990651,-120.616367468897,El Dorado County
-120.875483612,38.835365003,100,09,090002BN,"PROGRESS HOUSE, INC.",PROGRESS HOUSE MEN'S FACILITY II,5607 MOUNT MURPHY ROAD,,,GARDEN VALLEY,CA,95633,(530) 863-5863,Licensed and Certified,RES,20,22,5/31/2026,1.2 --- MEN ONLY,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.835276071371,-120.876051569765,El Dorado County
-120.818069838,38.6935407710001,101,09,090007BP,SHAMANIC LIVING CENTER,RECOVERY IN ACTION ,484 PLEASANT VALLEY RD,ROOM 4 AND 6,,DIAMOND SPRINGS,CA,95619,(530) 344-7633,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.693779403667,-120.818136474499,El Dorado County
-120.850450555,38.723091841,102,09,090002KN,"PROGRESS HOUSE, INC.",GREEN VALLEY,7161 GREEN VALLEY RD,SUITE A & B,,PLACERVILLE,CA,95667,(530) 626-9240,Licensed and Certified,RES,20,20,3/31/2027,1.2 --- MEN ONLY,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.722811801696,-120.850223154226,El Dorado County
-119.98809016,38.9240257610001,103,09,090010AP,SOUTH LAKE TAHOE RECOVERY AND REHABILITATION LLC,SOUTH LAKE TAHOE RECOVERY AND REHABILITATION LLC,2494 LAKE TAHOE BLVD.,SUITE C3,,LAKE TAHOE,CA,96150,(831) 453-1026,Certified,NON,0,0,8/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.924025760661,-119.988090160482,El Dorado County
-120.969641721,38.655341295,104,09,090025BP,CAMERON PARK REHAB LLC,CAMERON PARK REHAB LLC,4120 CAMERON PARK DR.,SUITE 403,,CAMERON PARK,CA,95682,(714) 609-9300,Certified,NON,0,0,10/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.655355460316,-120.968988854889,El Dorado County
-120.968917693,38.5929567590001,105,09,090027AP,"TRUE NORTH DETOX, LLC",FIRST STEPS RECOVERY,6271 MR MAGPIE CT,,,SHINGLE SPRINGS,CA,95682,(844) 244-7837,Licensed and Certified,RES-DETOX,16,16,3/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.59206785848,-120.970115298857,El Dorado County
-120.942526348,38.659412972,106,09,090028BN,COUNTY OF EL DORADO,ALCOHOL AND DRUG PROGRAM - CCC PROGRAM,3974 DUROCK ROAD,"SUITE 205, ROOMS 113,114,116,118",,SHINGLE SPRINGS,CA,95682,(530) 621-6290,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.660304974141,-120.942881238154,El Dorado County
-120.008126618,38.911380148,107,09,090028CN,COUNTY OF EL DORADO,ALCOHOL AND DRUG PROGRAM - SOUTH LAKE TAHOE,1900 LAKE TAHOE BLVD,,,SOUTH LAKE TAHOE,CA,96150,(530) 621-6290,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.911680806853,-120.008330969144,El Dorado County
-120.802241715,38.732237653,108,09,090028AN,COUNTY OF EL DORADO,EL DORADO COUNTY SUBSTANCE USE DISORDER SERVICES - SPRING ST.,929 SPRING ST,,,PLACERVILLE,CA,95667,(530) 621-6207,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.732237653047,-120.802241714571,El Dorado County
-121.072125743,38.6592152850001,109,09,090027BP,"TRUE NORTH DETOX, LLC",FIRST STEPS RECOVERY,3820 EL DORADO HILLS BLVD,SUITE 401,,EL DORADO HILLS,CA,95762,(844) 244-7837,Certified,NON-DETOX,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.659254595944,-121.071785353623,El Dorado County
-119.98809016,38.9240257610001,110,09,090029AN,MOUNTAIN HIGH RECOVERY CENTER,MOUNTAIN HIGH RECOVERY CENTER,2494 LAKE TAHOE BLVD.,ROOM B7,,SOUTH LAKE TAHOE,CA,96150,(530) 600-6505,Certified,NON,0,0,10/31/2027,1.1 --- CO-ED,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.924025760661,-119.988090160482,El Dorado County
-121.07298933,38.726678625,111,09,090030AP,SACRAMENTO ADDICTION REHAB LLC,SACRAMENTO WELLNESS,2011 KAILA WAY,,,EL DORADO HILLS,CA,95762,(858) 342-9151,Licensed and Certified,RES-DETOX,11,11,11/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.726527583192,-121.072963011019,El Dorado County
-119.831392262,36.812797602,112,10,100002DP,"MY TIME RECOVERY, LLC",MY TIME RECOVERY,5260 N BRYN MAWR DR,,5236 N BRYN MAWR DR,FRESNO,CA,93711,(559) 550-2809,Licensed and Certified,RES-DETOX,12,12,6/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.812966748519,-119.831472476866,Fresno County
-119.788734577,36.8082844080001,113,10,100002EP,"MY TIME RECOVERY, LLC",MY TIME RECOVERY,83 E SHAW AVENUE,"SUITE 200, 202, 203, 204, AND 250",,FRESNO,CA,93710,(702) 419-2592,Certified,NON-DETOX,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.808427738402,-119.788734158403,Fresno County
-119.798168074,36.799711691,114,10,100002FP,"MY TIME RECOVERY, LLC",MY TIME RECOVERY,1015 E INDIANAPOLIS AVE,,,FRESNO,CA,93704,(559) 550-2809,Licensed and Certified,RES-DETOX,6,6,6/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.79946987275,-119.798168660979,Fresno County
-119.819021411,36.7649830770001,115,10,100007AN,"SIERRA TRIBAL CONSORTIUM, INC.",TURTLE LODGE,610 WEST MCKINLEY AVENUE,,,FRESNO,CA,93728,(559) 445-2691,Licensed and Certified,RES-DETOX,22,37,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.764810409753,-119.819021411156,Fresno County
-119.827993149,36.7290424400001,116,10,100006AN,"FRESNO COUNTY HISPANIC COMMISSION ON ALCOHOL AND DRUG ABUSE SERVICES, INC.",NUESTRA CASA RECOVERY HOME,1414 WEST KEARNEY BOULEVARD,,,FRESNO,CA,93706,(559) 485-0501,Licensed and Certified,RES,12,12,2/28/2026,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.728684281338,-119.827990466649,Fresno County
-119.750309754,36.8386024640001,117,10,100008AP,CENTRAL VALLEY BEHAVIORAL HEALTH PSCHOLOGY CORPORATION,ASCEND BEHAVIORAL HEALTH,1781 EAST FIR AVENUE,SUITE 101,,FRESNO,CA,93720,(559) 593-9801,Certified,NON,0,0,12/31/2027,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.839127003606,-119.750311262789,Fresno County
-119.83917159,36.735269272,118,10,100003BN,"COMPREHENSIVE ADDICTION PROGRAMS, INCORPORATED",COMPREHENSIVE ADDICTION PROGRAMS,2445 W WHITESBRIDGE AVE,,,FRESNO,CA,93706,(559) 264-5096,Licensed,RES-DETOX,85,85,9/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.735690211288,-119.839174272418,Fresno County
-119.473406123,37.04640841,119,10,100007BN,"SIERRA TRIBAL CONSORTIUM, INC.",TURTLE LODGE ,31985 LODGE ROAD,SUITE 102,,AUBERRY,CA,93602,(559) 272-0691,Certified,NON,0,0,11/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.046129208545,-119.473530174919,Fresno County
-119.750309754,36.8386024640001,120,10,100011AP,"SIERRA MEADOWS BEHAVIORAL HEALTH, A PROFESSIONAL PSYCHOLOGY CORPORATION",SIERRA MEADOWS BEHAVIORAL HEALTH,1781 EAST FIR AVENUE,SUITE 102,,FRESNO,CA,93720,(559) 326-7775,Certified,NON,0,0,12/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.839127003606,-119.750311262789,Fresno County
-119.742026674,36.841254582,121,10,100011BP,"SIERRA MEADOWS BEHAVIORAL HEALTH, A PROFESSIONAL PSYCHOLOGY CORPORATION",SIERRA MEADOWS,7247 N LAVAL AVE,,,FRESNO,CA,93720,(559) 326-7775,Licensed and Certified,RES-DETOX,6,6,6/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.841255923194,-119.741789381831,Fresno County
-119.79952326,36.7351578350001,122,10,100026HN,KINGS VIEW,KINGS VIEW,1410 F STREET,SUITE 101,,FRESNO,CA,93706,(559) 457-2302,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.73489799571,-119.799761054944,Fresno County
-119.842847893,36.7570217360001,123,10,100028EN,"TURNING POINT OF CENTRAL CALIFORNIA, INC.",QUEST HOUSE,2731 WEST OLIVE AVENUE,,,FRESNO,CA,93728,(559) 233-5096,Licensed and Certified,RES,26,26,2/28/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.757403363826,-119.842849904598,Fresno County
-119.803744806,36.7505633540001,124,10,100010IN,"WESTCARE CALIFORNIA, INC.","WESTCARE CALIFORNIA, INC.",611 EAST BELMONT,,,FRESNO,CA,93701,(559) 251-3420,Certified,NON,0,0,11/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.750417257077,-119.803744470609,Fresno County
-119.840738671,36.772099397,125,10,100042CN,"MENTAL HEALTH SYSTEMS, INC.",FRESNO FIRST,2550 WEST CLINTON AVENUE,,,FRESNO,CA,93705-4201,(559) 365-9665,Licensed and Certified,RES-DETOX,95,120,9/30/2026,1.3 --- WOMEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.772030497329,-119.840739089921,Fresno County
-119.799898103,36.7004900680001,126,10,100010FN,"WESTCARE CALIFORNIA, INC.",WESTCARE CALIFORNIA,2772 SOUTH MARTIN LUTHER KING BOULEVARD,,,FRESNO,CA,93706,(559) 265-4800,Licensed and Certified,RES-DETOX,198,223,1/31/2028,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.700490067836,-119.799898103326,Fresno County
-119.840738671,36.772099397,127,10,100042DN,"MENTAL HEALTH SYSTEMS, INC.",FAMILY & YOUTH ALTERNATIVES,2550 W. CLINTON AVENUE,BUILDING B 128-138,,FRESNO,CA,93705,(858) 573-2600,Certified,NON,0,0,4/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.772030497329,-119.840739089921,Fresno County
-119.840738671,36.772099397,128,10,100042GN,"MENTAL HEALTH SYSTEMS, INC.",FRESNO IMPACT,2550 W. CLINTON AVENUE,"BUILDING A, ROOM 116",,FRESNO,CA,93705,(559) 570-0388,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.772030497329,-119.840739089921,Fresno County
-119.771080864,36.7837219950001,129,10,100028HN,"TURNING POINT OF CENTRAL CALIFORNIA, INC.",FIRST STREET CENTER OUTPATIENT PROGRAM,3636 NORTH FIRST STREET,SUITE 135 AND 154,,FRESNO,CA,93726-6818,(559) 225-1464,Certified,NON,0,0,7/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.783732053257,-119.77240336117,Fresno County
-119.776031719,36.8101507220001,130,10,100066BP,"UNIVERSAL HEALTH NETWORK AND SYSTEMS, INC.","UNIVERSAL HEALTH NETWORK AND SYSTEMS, INC.",625 EAST KEATS AVENUE,,627 EAST KEATS AVENUE,FRESNO,CA,93710-7000,(559) 252-5150,Licensed and Certified,RES-DETOX,12,12,5/31/2027,1.9 --- CO-ED/CHILDREN,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.810333364089,-119.776032054693,Fresno County
-119.754588967,36.798222394,131,10,100039BN,"FRESNO NEW CONNECTION, INC.",FRESNO NEW CONNECTIONS,4411 NORTH CEDAR,SUITE 108,,FRESNO,CA,93726,(559) 248-1548,Certified,NON,0,0,12/31/2026,1.10 --- CO-ED/YOUTH,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.798220466263,-119.754338264351,Fresno County
-119.750309754,36.8386024640001,132,10,100076BP,"TOUCHSTONE RECOVERY CENTER, INC.",TOUCHSTONE RECOVERY CENTER,1781 EAST FIR AVENUE,SUITE 201,,FRESNO,CA,93720,(559) 298-6711,Certified,NON-DETOX,0,0,3/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.839127003606,-119.750311262789,Fresno County
-119.647753229,36.810470702,133,10,100076CP,"TOUCHSTONE RECOVERY CENTER, INC.",TOUCHSTONE RECOVERY CENTER,1784 GRAYBARK AVENUE,,"2850 SAN JOSE AVENUE, CLOVIS, CA 93611",CLOVIS,CA,93619,(559) 298-6711,Licensed and Certified,RES-DETOX,12,12,9/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.810577319381,-119.647510405466,Fresno County
-119.846018432,36.839263126,134,10,100043BN,PROMESA BEHAVIORIAL HEALTH,PROMESA BEHAVIORIAL HEALTH OUTPATIENT DRUG AND ALCOHOL PROGRAM,7120 N. MARKS AVENUE,SUITE 110,,FRESNO,CA,93711,(559) 981-5534,Certified,NON,0,0,5/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.839174948092,-119.847462130639,Fresno County
-119.866159558,36.805905163,135,10,100082AN,"DELTA CARE, INC.","DELTA CARE, INC.",4705 N SONORA AVENUE,SUITE 113A,,FRESNO,CA,93722,(559) 289-6785,Certified,NON,0,0,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.805910191874,-119.865961326224,Fresno County
-119.813084258,36.808593365,136,10,100087BN,"CENTRAL CALIFORNIA RECOVERY, INCORPORATED",CENTRAL CALIFORNIA RECOVERY,1204 W. SHAW AVENUE,SUITE 102,,FRESNO,CA,93711,(559) 681-1947,Certified,NON,0,0,7/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.808459841091,-119.813084592956,Fresno County
-119.462510993,36.9677856920001,137,10,100094DP,"TRUE NORTH DETOX, LLC",FIRST STEPS RECOVERY,22051 OAK HILL LANE,,"21877 OAK HILL LANE, 10428 AND 10422 N. ARMSTRONG AVE.",CLOVIS,CA,93619,(844) 244-7837,Licensed and Certified,RES-DETOX,58,58,3/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.967785691559,-119.462510992538,Fresno County
