Health Care Delivery System,Health Care Delivery System Id,Fiscal Year,Demographic Group,MH Service Description,Units,Amount MH Service Received,Amount MH Service Received Suppression Identifier,Medi-Cal Delivery System,Population Category,Demographic Category
Alpine,2,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2019/20,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Alpine,2,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2019/20,Z1 All,SDMC_TOTAL,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Alpine,2,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Alpine,2,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Alpine,2,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2020/21,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Alpine,2,2020/21,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2020/21,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2020/21,Z1 All,SDMC_TOTAL,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Alpine,2,2020/21,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2020/21,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Alpine,2,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Alpine,2,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2021/22,Z1 All,SDMC_TOTAL,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Alpine,2,2021/22,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,,2,SMHS,Open Child Welfare,0 All
Alpine,2,2021/22,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,11,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,2120.685,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,192.7895455,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,ICC,MEMBER_COUNT,22,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,ICC,TOTAL_MINUTES,17968.605,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,816.7547727,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,IHBS,MEMBER_COUNT,16,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,IHBS,TOTAL_MINUTES,33412.86,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,2088.30375,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,15,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,3666,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,244.4,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,37,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,29555.955,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,798.8095946,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,SDMC_TOTAL,MEMBER_COUNT,39,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,276950.59,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,7101.297179,,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Amador,3,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,13,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,8123.085,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,624.8526923,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,ICC,MEMBER_COUNT,28,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,ICC,TOTAL_MINUTES,23901.975,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,853.6419643,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,IHBS,MEMBER_COUNT,22,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,IHBS,TOTAL_MINUTES,51820.665,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,2355.484773,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,17,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,4233.705,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,249.0414706,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,49,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,52072.875,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1062.711735,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,SDMC_TOTAL,MEMBER_COUNT,50,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,469152.17,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,9383.0434,,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Amador,3,2020/21,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,13,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,7563.45,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,581.8038462,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,ICC,MEMBER_COUNT,20,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,ICC,TOTAL_MINUTES,8012.265,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,400.61325,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,IHBS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,IHBS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,14,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,4518.3,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,322.7357143,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,44,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,64972.65,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1476.651136,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,SDMC_TOTAL,MEMBER_COUNT,45,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,392095.77,,SMHS,Open Child Welfare,0 All
Amador,3,2021/22,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,8713.239333,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,17,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,11930.775,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,701.8102941,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,ICC,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,ICC,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,IHBS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,IHBS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,15,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,5664.75,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,377.65,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,48,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,64261.365,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1338.778438,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,SDMC_TOTAL,MEMBER_COUNT,49,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,422473.97,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,8621.917755,,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Amador,3,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,124,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,40430.64,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,326.0535484,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,32,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,6577.35,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,205.5421875,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,FULL_DAY_TX_INTENSIVE,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,ICC,MEMBER_COUNT,230,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,ICC,TOTAL_MINUTES,168670.23,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,733.3488261,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,IHBS,MEMBER_COUNT,67,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,IHBS,TOTAL_MINUTES,222537.345,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,3321.45291,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,96,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,72440.145,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,754.5848438,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,347,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,566814.12,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1633.470086,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,SDMC_TOTAL,MEMBER_COUNT,364,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,3335569.49,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,9163.652445,,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,,2,SMHS,Open Child Welfare,0 All
Butte,4,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,139,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,39257.265,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,282.4263669,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,29,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,8153.49,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,281.1548276,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,FFS_INPATIENT,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,FFS_INPATIENT,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,FULL_DAY_TX_INTENSIVE,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,ICC,MEMBER_COUNT,226,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,ICC,TOTAL_MINUTES,167146.275,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,739.5852876,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,IHBS,MEMBER_COUNT,73,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,IHBS,TOTAL_MINUTES,227955.975,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,3122.684589,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,106,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,79234.62,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,747.4964151,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,351,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,578778.855,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1648.942607,,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
Butte,4,2020/21,Z1 All,SDMC_TOTAL,MEMBER_COUNT,370,,SMHS,Open Child Welfare,0 All
